path	organism	taxa1	taxa2	taxa3	GenomeSize	Coding	GeneSize	AlternativeSplicingRatio
GCF_001672515.1_ASM167251v1	Colletotrichum higginsianum IMI 349063	Fungi	Fungi	Fungi	50716103	20572037	22940398	1.00000
GCF_000008265.1_ASM826v1	Picrophilus torridus DSM 9790	Archaea	Archaea	Archaea	1545895	1415851	1430803	1.00327
GCF_000023985.1_ASM2398v1	Methanocaldococcus fervens AG86	Archaea	Archaea	Archaea	1507251	1328430	1344582	1.00139
GCF_000024185.1_ASM2418v1	Methanobrevibacter ruminantium M1	Archaea	Archaea	Archaea	2937203	2269147	2286306	1.00037
GCF_000015765.1_ASM1576v1	Methanocorpusculum labreanum Z	Archaea	Archaea	Archaea	1804962	1571317	1593822	1.00156
GCF_900036045.1_Methanoculleus_sp_MAB1	Methanoculleus bourgensis	Archaea	Archaea	Archaea	2859299	1905848	1923406	1.00329
GCF_000025285.1_ASM2528v1	Archaeoglobus profundus DSM 5631	Archaea	Archaea	Archaea	1563423	1430077	1447684	1.00488
GCF_000092465.1_ASM9246v1	Staphylothermus hellenicus DSM 12710	Archaea	Archaea	Archaea	1580347	1377307	1392182	1.00241
GCF_012460135.1_BPBGC_Mater_1.0	Molothrus ater	Aves	Aves	Vertebrate animals	1087312585	28963387	565403390	1.96855
GCF_900005765.1_PRELSG	Plasmodium relictum	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	22607330	10867801	12119806	1.00003
GCF_002162155.1_WEW_v2.0	Triticum dicoccoides	Flowering plants	Flowering plants	Viridiplantae	10677929594	85291263	335250959	1.33991
GCF_901933205.1_STF_HiC	Camarhynchus parvulus	Aves	Aves	Vertebrate animals	1051609828	28363254	541832166	2.25016
GCF_005576615.1_ASM557661v1	Natrinema versiforme	Archaea	Archaea	Archaea	4674473	3833563	3861362	1.00069
GCF_019923935.1_NDDB_SH_1	Bubalus bubalis	Mammals	Mammals	Vertebrate animals	2622460639	36222716	1298685229	3.84567
GCF_004126475.2_mPhyDis1.pri.v3	Phyllostomus discolor	Mammals	Mammals	Vertebrate animals	2108832841	33945476	990991035	2.81993
GCF_000633955.1_Cs	Camelina sativa	Flowering plants	Flowering plants	Viridiplantae	641356059	101585272	224001403	1.35027
GCF_905147365.1_ilAriAges1.1	Aricia agestis	Arthropods	Arthropods	Invertebrate animals	435265205	21782531	291522869	1.92557
GCF_009819885.2_bCatUst1.pri.v2	Catharus ustulatus	Aves	Aves	Vertebrate animals	1131616530	30495828	617617649	2.59707
GCF_001577835.2_Coturnix_japonica_2.1	Coturnix japonica	Aves	Aves	Vertebrate animals	927656957	28979159	574861714	3.17061
GCF_002563875.1_Bbes1.0	Besnoitia besnoiti	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	58845926	20444708	36126422	1.00000
GCF_000231015.2_ASM23101v3	Desulfurococcus amylolyticus DSM 16532	Archaea	Archaea	Archaea	1384116	1216571	1230277	1.00244
GCF_004353265.1_EGFV_Vit.rip_1.0	Vitis riparia	Flowering plants	Flowering plants	Viridiplantae	500266779	35906136	177832282	1.64942
GCF_000152265.2_ASM15226v2	Ferroplasma acidarmanus fer1	Archaea	Archaea	Archaea	1935211	1676271	1690409	1.00217
GCF_001633185.2_ValleyOak3.2	Quercus lobata	Flowering plants	Flowering plants	Viridiplantae	845947251	48224595	201431308	1.61345
GCF_001625195.1_ASM162519v1	Drechmeria coniospora	Fungi	Fungi	Fungi	32831003	12828144	14234320	1.00000
GCF_000303195.2_FP7	Fusarium pseudograminearum CS3096	Fungi	Fungi	Fungi	36973259	18107731	19998177	1.00001
GCF_000328665.1_ASM32866v1	Methanomethylovorans hollandica DSM 15978	Archaea	Archaea	Archaea	2714013	2302597	2321629	1.00111
GCF_000346735.1_P.mume_V1.0	Prunus mume	Flowering plants	Flowering plants	Viridiplantae	234030239	31796731	85130805	1.2953
GCF_009727055.1_ASM972705v1	Benincasa hispida	Flowering plants	Flowering plants	Viridiplantae	912951219	26972673	121556548	1.71466
GCF_001465895.1_Nfu_20140520	Nothobranchius furzeri	Actinoperi	Actinoperi	Vertebrate animals	1242518059	38822606	552825863	2.0401
GCF_000238955.4_M_zebra_UMD2a	Maylandia zebra	Actinoperi	Actinoperi	Vertebrate animals	957485262	45411825	508225321	2.19575
GCF_014356525.1_ASM1435652v1	Nilaparvata lugens	Arthropods	Arthropods	Invertebrate animals	1087825591	27002010	685890103	1.93672
GCF_017976325.1_fCheRos1.pri	Chelmon rostratus	Actinoperi	Actinoperi	Vertebrate animals	644208431	40637189	385710592	1.71458
GCF_000816105.1_ASM81610v1	Thermococcus guaymasensis DSM 11113	Archaea	Archaea	Archaea	1920914	1723255	1739124	1.00273
GCF_000011205.1_ASM1120v1	Sulfurisphaera tokodaii str. 7	Archaea	Archaea	Archaea	2694756	2224661	2248856	1.00545
GCF_900964775.1_fSclFor1.1	Scleropages formosus	Actinoperi	Actinoperi	Vertebrate animals	784563014	43387615	452928971	2.3566
GCF_000236905.1_ASM23690v1	Tetrapisispora phaffii CBS 4417	Fungi	Fungi	Fungi	12115070	8038355	8110907	1.00001
GCF_001006045.1_ASM100604v1	Geoglobus ahangari	Archaea	Archaea	Archaea	1770093	1635439	1654051	1.00483
GCF_010692905.1_ASM1069290v1	Haloferax alexandrinus	Archaea	Archaea	Archaea	3706983	3168430	3184034	1.00073
GCF_905163445.1_ilParAegt1.1	Pararge aegeria	Arthropods	Arthropods	Invertebrate animals	516571003	22689756	294434567	1.87382
GCF_000149555.1_ASM14955v1	Fusarium verticillioides 7600	Fungi	Fungi	Fungi	41844914	21409073	30976221	1.33477
GCF_900095295.1_MCBB	Methanobacterium congolense	Archaea	Archaea	Archaea	2469575	1973445	1997049	1.00088
GCF_019669965.1_ASM1966996v1	Methanoculleus chikugoensis	Archaea	Archaea	Archaea	2622259	2240580	2257282	1.0022
GCF_013368585.1_fMegCyp1.pri	Megalops cyprinoides	Actinoperi	Actinoperi	Vertebrate animals	959258046	45578113	528231825	1.80419
GCF_020085105.1_ASM2008510v1	Siniperca chuatsi	Actinoperi	Actinoperi	Vertebrate animals	718820513	42530185	526326486	3.24707
GCF_015220075.1_bFalRus1.pri	Falco rusticolus	Aves	Aves	Vertebrate animals	1195847496	29374969	650468880	3.07411
GCF_000016385.1_ASM1638v1	Pyrobaculum arsenaticum DSM 13514	Archaea	Archaea	Archaea	2121076	1809791	1829370	1.00434
GCF_013368755.1_ASM1336875v1	Talaromyces rugulosus	Fungi	Fungi	Fungi	35758560	18956390	21525247	1.0003
GCF_002742065.1_CB0940_V2	Cercospora beticola	Fungi	Fungi	Fungi	37057033	17900561	23064010	1.01547
GCF_002214525.1_ASM221452v1	Thermococcus sp. P6	Archaea	Archaea	Archaea	1522818	1380644	1396601	1.00276
GCF_016746245.2_Prin_Dsan_1.1	Drosophila santomea	Arthropods	Arthropods	Invertebrate animals	146800522	23099819	93551556	2.37056
GCF_000817695.2_Aradu1.1	Arachis duranensis	Flowering plants	Flowering plants	Viridiplantae	1084261490	42717448	168456032	1.59587
GCF_000816755.2_Araip1.1	Arachis ipaensis	Flowering plants	Flowering plants	Viridiplantae	1353504219	45494365	187479473	1.59093
GCF_002237135.1_ASM223713v2	Teleopsis dalmanni	Arthropods	Arthropods	Invertebrate animals	623660103	37696479	229766452	1.53203
GCF_000008645.1_ASM864v1	Methanothermobacter thermautotrophicus str. Delta H	Archaea	Archaea	Archaea	1751377	1481123	1498497	1.00169
GCF_000145295.1_ASM14529v1	Methanothermobacter marburgensis str. Marburg	Archaea	Archaea	Archaea	1639135	1453875	1471100	1.00146
GCF_000023945.1_ASM2394v1	Halorhabdus utahensis DSM 12940	Archaea	Archaea	Archaea	3116795	2711826	2725775	1.00078
GCF_004355905.1_ASM435590v1	Pyricularia grisea	Fungi	Fungi	Fungi	44557582	16956647	23603502	1.00835
GCF_017639655.2_bFalNau1.pat	Falco naumanni	Aves	Aves	Vertebrate animals	1215719661	29592727	652577232	3.0579
GCF_000179575.2_ASM17957v2	Methanothermococcus okinawensis IH1	Archaea	Archaea	Archaea	1677455	1357537	1373353	1.00107
GCF_000741045.1_Vradiata_ver6	Vigna radiata var. radiata	Flowering plants	Flowering plants	Viridiplantae	463637892	36229225	121776884	1.65811
GCF_900634795.3_fBetSpl5.3	Betta splendens	Actinoperi	Actinoperi	Vertebrate animals	441388503	42230051	305266935	2.75449
GCF_000017945.1_ASM1794v1	Ignicoccus hospitalis KIN4/I	Archaea	Archaea	Archaea	1297538	1190489	1210188	1.00733
GCF_008729295.1_YSFRI_Pleo_2.0	Plectropomus leopardus	Actinoperi	Actinoperi	Vertebrate animals	895705288	41291405	492192674	1.62465
GCF_901709675.1_fSynAcu1.2	Syngnathus acus	Actinoperi	Actinoperi	Vertebrate animals	324331233	36527626	250846764	2.68328
GCF_000511025.2_RefBeet-1.2.2	Beta vulgaris subsp. vulgaris	Flowering plants	Flowering plants	Viridiplantae	566550431	32132420	148646490	1.4046
GCF_000265525.1_ASM26552v1	Thermococcus cleftensis	Archaea	Archaea	Archaea	1950313	1759966	1776891	1.00326
GCF_000148385.1_ASM14838v1	Vulcanisaeta distributa DSM 14429	Archaea	Archaea	Archaea	2374137	2114979	2131668	1.00235
GCF_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	Archaea	Archaea	Archaea	4139808	2878514	2903354	1.00103
GCF_000022545.1_ASM2254v1	Thermococcus sibiricus MM 739	Archaea	Archaea	Archaea	1845800	1647364	1663159	1.00285
GCF_900963305.1_fEcheNa1.1	Echeneis naucrates	Actinoperi	Actinoperi	Vertebrate animals	544229245	39757999	331399109	1.96978
GCF_000738735.5_ASM73873v5	Corvus cornix cornix	Aves	Aves	Vertebrate animals	1030881721	26971534	606296677	3.09304
GCF_018924745.1_UU_Maror_2	Marasmius oreades	Fungi	Fungi	Fungi	44372355	17654900	24613760	1.10149
GCF_902148845.1_fSalaFa1.1	Salarias fasciatus	Actinoperi	Actinoperi	Vertebrate animals	797507141	43997921	450250413	1.84262
GCF_000015805.1_ASM1580v1	Pyrobaculum calidifontis JCM 11548	Archaea	Archaea	Archaea	2009313	1825646	1847474	1.00487
GCF_016861735.1_AchevalieriM1_assembly01	Aspergillus chevalieri	Fungi	Fungi	Fungi	29697343	14261788	15638648	1.00018
GCF_000193375.1_ASM19337v1	Thermoproteus uzoniensis 768-20	Archaea	Archaea	Archaea	1936063	1753360	1772612	1.00436
GCF_000022365.1_ASM2236v1	Thermococcus gammatolerans EJ3	Archaea	Archaea	Archaea	2045438	1868913	1886279	1.00292
GCF_002214565.1_ASM221456v1	Thermococcus radiotolerans	Archaea	Archaea	Archaea	1868990	1716292	1732331	1.00293
GCF_905475395.1_inChrCarn1.1	Chrysoperla carnea	Arthropods	Arthropods	Invertebrate animals	560232532	21843966	285388985	1.51797
GCF_016433145.1_AgileGrace	Gracilinanus agilis	Mammals	Mammals	Vertebrate animals	3701033721	33966006	1138869191	1.39693
GCF_901001135.1_aRhiBiv1.1	Rhinatrema bivittatum	Amphibians	Amphibians	Vertebrate animals	5319239201	38388979	2867201124	2.4860
GCF_000585495.1_ASM58549v1	Thermococcus nautili	Archaea	Archaea	Archaea	1976356	1794109	1812135	1.00375
GCF_013339905.1_IPHC_HiSten_1.0	Hippoglossus stenolepis	Actinoperi	Actinoperi	Vertebrate animals	594145200	40351610	399688112	2.55792
GCF_004354385.1_UK_Dinn_1.0	Drosophila innubila	Arthropods	Arthropods	Invertebrate animals	167978031	22360034	96967878	1.6179
GCF_000317795.1_ASM31779v1	Caldisphaera lagunensis DSM 15908	Archaea	Archaea	Archaea	1546846	1341888	1355547	1.0022
GCF_900324485.2_fMasArm1.2	Mastacembelus armatus	Actinoperi	Actinoperi	Vertebrate animals	591951587	41281997	369017597	2.24571
GCF_002211085.1_PHallii_v3.1	Panicum hallii	Flowering plants	Flowering plants	Viridiplantae	535889049	34909622	104169946	1.5141
GCF_001680005.1_ASM168000v1	Plasmodium coatneyi	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	27685530	11575172	14067141	1.00005
GCF_008831285.1_ASM883128v1	Nymphaea colorata	Flowering plants	Flowering plants	Viridiplantae	409013923	27762255	145841953	1.76566
GCF_017591435.1_ASM1759143v1	Portunus trituberculatus	Arthropods	Arthropods	Invertebrate animals	1005062047	29589524	663074826	2.64744
GCF_900634625.1_fParRan2.1	Parambassis ranga	Actinoperi	Actinoperi	Vertebrate animals	551012959	42263304	320469828	2.13396
GCF_000972845.2_L_crocea_2.0	Larimichthys crocea	Actinoperi	Actinoperi	Vertebrate animals	657939657	42690893	427694055	2.42051
GCF_009819795.1_bAytFul2.pri	Aythya fuligula	Aves	Aves	Vertebrate animals	1127004725	28239036	554283088	2.13019
GCF_000404165.1_ASM40416v1	Methanobrevibacter sp. AbM4	Archaea	Archaea	Archaea	1998189	1517596	1537101	1.00036
GCF_000226975.2_ASM22697v3	Halobiforma lacisalsi AJ5	Archaea	Archaea	Archaea	4381543	3687819	3712812	1.00056
GCF_000591035.1_ASM59103v1	Aeropyrum camini SY1 = JCM 12091	Archaea	Archaea	Archaea	1595994	1411238	1428852	1.00397
GCF_001477655.1_ASM147765v1	Methanobrevibacter millerae	Archaea	Archaea	Archaea	2543538	2211852	2229094	1.00095
GCF_018320785.1_ASM1832078v1	Cheilinus undulatus	Actinoperi	Actinoperi	Vertebrate animals	1173472134	42643985	727715912	2.10603
GCF_000092065.1_ASM9206v1	Ostreococcus lucimarinus CCE9901	Green algae	Green algae	Viridiplantae	13204888	9217112	9900897	1.00008
GCF_000144915.1_ASM14491v1	Acidilobus saccharovorans 345-15	Archaea	Archaea	Archaea	1496453	1347376	1363222	1.00382
GCF_000523025.1_Cse_v1.0	Cynoglossus semilaevis	Actinoperi	Actinoperi	Vertebrate animals	470199494	38385276	349782881	2.06778
GCF_000151205.2_ASM15120v2	Thermococcus sp. AM4	Archaea	Archaea	Archaea	2086428	1906764	1925250	1.00372
GCF_902459505.1_aGeoSer1.1	Geotrypetes seraphini	Amphibians	Amphibians	Vertebrate animals	3779430019	34943658	2351272707	3.03271
GCF_000315875.1_ASM31587v1	Candida orthopsilosis Co 90-125	Fungi	Fungi	Fungi	12659401	8469541	8535985	1.00011
GCF_002214545.1_ASM221454v1	Thermococcus thioreducens	Archaea	Archaea	Archaea	2065932	1857655	1875310	1.00338
GCF_005498985.1_PGRAM_IIB_1.0	Sporisorium graminicola	Fungi	Fungi	Fungi	19565848	11924331	12380631	1.00008
GCF_001653235.2_ASM165323v2	Pochonia chlamydosporia 170	Fungi	Fungi	Fungi	44215803	19646506	21642269	1.00000
GCF_002116695.1_ASM211669v1	Acidianus manzaensis	Archaea	Archaea	Archaea	2687463	2275895	2297997	1.00448
GCF_008315115.2_SLUC_FBN_1.2	Sander lucioperca	Actinoperi	Actinoperi	Vertebrate animals	901238333	45041588	650494297	2.94956
GCF_000237865.1_ASM23786v1	Haloquadratum walsbyi C23	Archaea	Archaea	Archaea	3260476	2435390	2453246	1.00071
GCF_001563245.1_ASM156324v1	Methanobrevibacter olleyae	Archaea	Archaea	Archaea	2201192	1645739	1660841	1.00038
GCF_000090985.2_ASM9098v2	Micromonas commoda	Green algae	Green algae	Viridiplantae	21109336	14625838	16227608	1.00248
GCF_009829145.1_bChiLan1.pri	Chiroxiphia lanceolata	Aves	Aves	Vertebrate animals	1089631598	28928780	626276084	2.95187
GCF_019633745.1_ASM1963374v1	Methanofollis formosanus	Archaea	Archaea	Archaea	2965921	2405766	2423555	1.00245
GCF_900700375.1_fDenClu1.1	Denticeps clupeoides	Actinoperi	Actinoperi	Vertebrate animals	567401054	42686803	355173939	2.68961
GCF_000235565.1_ASM23556v1	Methanosaeta harundinacea 6Ac	Archaea	Archaea	Archaea	2571034	2225720	2241364	1.00185
GCF_013373865.1_ASM1337386v2	Monomorium pharaonis	Arthropods	Arthropods	Invertebrate animals	325506644	23433830	258167769	2.5643
GCF_005281545.1_ASM528154v1	Epinephelus lanceolatus	Actinoperi	Actinoperi	Vertebrate animals	1087415941	43560341	663039470	2.18847
GCF_009078355.1_GENO_Phyp_1.0	Pangasianodon hypophthalmus	Actinoperi	Actinoperi	Vertebrate animals	758973678	41101416	504468564	2.40543
GCF_000009965.1_ASM996v1	Thermococcus kodakarensis KOD1	Archaea	Archaea	Archaea	2088737	1867221	1885396	1.00333
GCF_003201765.2_ASM320176v2	Acidianus sulfidivorans JP7	Archaea	Archaea	Archaea	2265309	1966614	1989527	1.00445
GCF_000002495.2_MG8	Pyricularia oryzae 70-15	Fungi	Fungi	Fungi	40979121	16828886	25814849	1.01507
GCF_000826755.1_ZizJuj_1.1	Ziziphus jujuba	Flowering plants	Flowering plants	Viridiplantae	437753511	39095724	122140598	1.53955
GCF_004126515.1_ASM412651v1	Halorubrum ezzemoulense	Archaea	Archaea	Archaea	3726301	3082573	3103659	1.00061
GCF_000018465.1_ASM1846v1	Nitrosopumilus maritimus SCM1	Archaea	Archaea	Archaea	1645259	1493272	1506447	1.00166
GCF_000018365.1_ASM1836v1	Thermococcus onnurineus NA1	Archaea	Archaea	Archaea	1847607	1653632	1669396	1.00282
GCF_000211475.1_ASM21147v1	Pyrococcus sp. NA2	Archaea	Archaea	Archaea	1861320	1661935	1683932	1.00464
GCF_905115235.1_iHerIll2.2.curated.20191125	Hermetia illucens	Arthropods	Arthropods	Invertebrate animals	1004948288	23134262	567657215	2.23079
GCF_009392895.1_ASM939289v1	Natronorubrum aibiense	Archaea	Archaea	Archaea	4348483	3582033	3616217	1.00056
GCF_000517625.1_ASM51762v1	Halostagnicola larsenii XH-48	Archaea	Archaea	Archaea	4131176	3395624	3415963	1.00063
GCF_000017625.1_ASM1762v1	Methanoregula boonei 6A8	Archaea	Archaea	Archaea	2542943	2174617	2189786	1.00167
GCF_017352095.1_ASM1735209v1	Haloterrigena longa	Archaea	Archaea	Archaea	3588874	2987854	3011770	1.0007
GCF_902148855.1_fSphaOr1.1	Sphaeramia orbicularis	Actinoperi	Actinoperi	Vertebrate animals	1342662642	43813827	766941098	2.03601
GCF_000025665.1_ASM2566v1	Aciduliprofundum boonei T469	Archaea	Archaea	Archaea	1486778	1393813	1410013	1.00373
GCF_000142805.1_ASM14280v1	Lachancea thermotolerans CBS 6340	Fungi	Fungi	Fungi	10392862	7510610	7600177	1.00004
GCF_000328525.1_ASM32852v1	Halovivax ruber XH-70	Archaea	Archaea	Archaea	3223876	2701422	2719434	1.00055
GCF_000217715.1_ASM21771v1	Halopiger xanaduensis SH-6	Archaea	Archaea	Archaea	4355268	3665298	3689734	1.00048
GCF_902500255.1_fThaAma1.1	Thalassophryne amazonica	Actinoperi	Actinoperi	Vertebrate animals	2446592878	40000421	1425251449	1.82923
GCF_014825855.1_ASM1482585v1	Bombus pyrosoma	Arthropods	Arthropods	Invertebrate animals	254804690	18879294	210707585	3.27933
GCF_003073045.1_ASM307304v1	Pomacea canaliculata	Molluscs	Molluscs	Invertebrate animals	440159624	35123410	318846344	2.12507
GCF_000281695.1_ASM28169v1	Natrinema sp. J7-2	Archaea	Archaea	Archaea	3793615	3115434	3142179	1.00077
GCF_009829125.1_fPerMag1.pri	Periophthalmus magnuspinnatus	Actinoperi	Actinoperi	Vertebrate animals	752621858	38215266	413978852	1.39067
GCF_000196895.1_ASM19689v1	Halalkalicoccus jeotgali B3	Archaea	Archaea	Archaea	3698650	3124099	3147538	1.00135
GCF_000591055.1_ASM59105v1	Natronomonas moolapensis 8.8.11	Archaea	Archaea	Archaea	2912573	2468083	2482044	1.0009
GCF_013103735.1_CSU_Ecrag_1.0	Etheostoma cragini	Actinoperi	Actinoperi	Vertebrate animals	643078674	39024956	468104790	2.6940
GCF_000970285.1_ASM97028v1	Methanosarcina horonobensis HB-1 = JCM 15518	Archaea	Archaea	Archaea	5018607	3647257	3674272	1.0011
GCF_009834535.1_BCGSAC_Cfer_1.0	Camelus ferus	Mammals	Mammals	Vertebrate animals	2087093976	34856457	1161193660	3.20835
GCF_000470655.1_HATI1	Halorhabdus tiamatea SARL4B	Archaea	Archaea	Archaea	3146160	2692136	2706432	1.00084
GCF_000304475.1_Ka_CBS2517	Kazachstania africana CBS 2517	Fungi	Fungi	Fungi	11130140	7848604	7915476	1.00004
GCF_900634775.1_fGouWil2.1	Gouania willdenowi	Actinoperi	Actinoperi	Vertebrate animals	937150793	41646500	573969504	2.34478
GCF_014905685.2_NemWhi1	Nematolebias whitei	Actinoperi	Actinoperi	Vertebrate animals	1218316901	35549041	562849370	1.1854
GCF_016906535.1_ASM1690653v1	Rhizoctonia solani	Fungi	Fungi	Fungi	40703773	19826531	25919519	1.00000
GCF_013401445.1_ASM1340144v1	Tripterygium wilfordii	Flowering plants	Flowering plants	Viridiplantae	348533228	41819457	130724996	1.6235
GCF_000027005.1_ASM2700v1	Komagataella phaffii GS115	Fungi	Fungi	Fungi	9216378	7207175	7270993	1.00011
GCF_000021965.1_ASM2196v1	Methanosphaerula palustris E1-9c	Archaea	Archaea	Archaea	2922917	2453077	2480354	1.0023
GCF_018345385.1_ASM1834538v1	Vulpes lagopus	Mammals	Mammals	Vertebrate animals	2345550353	35008077	1119709331	3.21328
GCF_000303155.1_ASM30315v1	Candidatus Nitrososphaera gargensis Ga9.2	Archaea	Archaea	Archaea	2833868	2263101	2282604	1.00289
GCF_000019605.1_ASM1960v1	Candidatus Korarchaeum cryptofilum OPF8	Archaea	Archaea	Archaea	1590757	1435231	1454473	1.00484
GCF_013388255.1_ASM1338825v1	Methanolobus zinderi	Archaea	Archaea	Archaea	2704953	2336922	2355574	1.00091
GCF_013339745.1_ASM1333974v1	Dermacentor silvarum	Arthropods	Arthropods	Invertebrate animals	2474308340	30103381	822299379	1.51492
GCF_020614395.1_ASM2061439v1	Salarchaeum japonicum	Archaea	Archaea	Archaea	2339281	2138442	2153287	1.0016
GCF_000213215.1_ASM21321v1	Acidianus hospitalis W1	Archaea	Archaea	Archaea	2137654	1856434	1878359	1.00565
GCF_000011005.1_ASM1100v1	Methanocella paludicola SANAE	Archaea	Archaea	Archaea	2957635	2553107	2573322	1.00131
GCF_000280035.1_ASM28003v2	Encephalitozoon romaleae SJ-2008	Fungi	Fungi	Fungi	2187595	1945384	1954740	1.00124
GCF_000517445.1_ASM51744v1	Thermococcus paralvinellae	Archaea	Archaea	Archaea	1957742	1772484	1789320	1.00315
GCF_902150065.1_fMyrMur1.1	Myripristis murdjan	Actinoperi	Actinoperi	Vertebrate animals	835254674	43212787	525868045	1.79896
GCF_000348985.1_ASM34898v1	Kazachstania naganishii CBS 8797	Fungi	Fungi	Fungi	10845821	7965365	8031475	1.00006
GCF_001971705.1_ASM197170v1	Haloterrigena daqingensis	Archaea	Archaea	Archaea	3835796	3230374	3249318	1.00052
GCF_002776525.3_ASM277652v3	Piliocolobus tephrosceles	Mammals	Mammals	Vertebrate animals	3037997551	38415877	1255582405	2.54131
GCF_003990725.2_ASM399072v2	Halorubrum sp. PV6	Archaea	Archaea	Archaea	3044466	2608081	2626430	1.00073
GCF_000025525.1_ASM2552v1	Methanocaldococcus sp. FS406-22	Archaea	Archaea	Archaea	1773136	1536980	1554072	1.00166
GCF_001602025.1_ASM160202v1	Plasmodium gaboni	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	20385537	11148489	12375848	1.00915
GCF_003856835.1_ASM385683v1	Haloplanus aerogenes	Archaea	Archaea	Archaea	3503092	3088147	3108964	1.00109
GCF_000258425.1_ASM25842v1	Fervidicoccus fontis Kam940	Archaea	Archaea	Archaea	1319206	1146188	1160214	1.00291
GCF_014905175.1_ASM1490517v1	Aphidius gifuensis	Arthropods	Arthropods	Invertebrate animals	156964627	21431528	93392149	1.96134
GCF_004799685.1_ASM479968v1	Halobellus limi	Archaea	Archaea	Archaea	3749890	3126053	3147974	1.00077
GCF_002156705.1_ASM215670v1	Natrarchaeobaculum aegyptiacum	Archaea	Archaea	Archaea	3930546	3295976	3315275	1.00055
GCF_000002655.1_ASM265v1	Aspergillus fumigatus Af293	Fungi	Fungi	Fungi	29384958	14214328	15744060	1.00000
GCF_000230955.2_ASM23095v3	Halobacterium sp. DL1	Archaea	Archaea	Archaea	3162560	2758069	2773516	1.00116
GCF_002906575.1_ASM290657v1	Salinigranum rubrum	Archaea	Archaea	Archaea	4973118	3878169	3903931	1.00122
GCF_001640025.1_ASM164002v2	Sugiyamaella lignohabitans	Fungi	Fungi	Fungi	15938258	7863119	8052134	1.00778
GCF_000828575.1_ASM82857v1	Methanothermobacter sp. CaT2	Archaea	Archaea	Archaea	1731018	1534387	1551217	1.00128
GCF_000214725.1_ASM21472v1	Methanobacterium paludis	Archaea	Archaea	Archaea	2546541	1997974	2020915	1.00117
GCF_013415905.1_ASM1341590v1	Halosimplex pelagicum	Archaea	Archaea	Archaea	5199031	4400604	4424516	1.0009
GCF_013415885.1_ASM1341588v1	Halosimplex rubrum	Archaea	Archaea	Archaea	4480147	3817750	3840307	1.00091
GCF_000191585.1_ASM19158v1	Methanobacterium lacus	Archaea	Archaea	Archaea	2583753	2149189	2166947	1.00091
GCF_900097015.1_PADLG01	Plasmodium sp. gorilla clade G2	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	22190694	12145510	13541917	1.00002
GCF_000327485.1_ASM32748v1	Methanoregula formicica SMSP	Archaea	Archaea	Archaea	2820858	2417620	2433415	1.00167
GCF_017976425.1_fToxJac2.pri	Toxotes jaculatrix	Actinoperi	Actinoperi	Vertebrate animals	621503431	41313205	366621396	1.97267
GCF_000725425.1_ASM72542v1	Palaeococcus pacificus DY20341	Archaea	Archaea	Archaea	1859370	1685298	1705662	1.00241
GCF_000190315.1_ASM19031v1	Vulcanisaeta moutnovskia 768-28	Archaea	Archaea	Archaea	2298983	2052571	2068990	1.0023
GCF_000187245.1_Hansenula_2	Ogataea parapolymorpha DL-1	Fungi	Fungi	Fungi	8874589	7499949	7550379	1.00007
GCF_000204925.1_ASM20492v1	Metallosphaera cuprina Ar-4	Archaea	Archaea	Archaea	1840348	1598847	1617857	1.00493
GCF_020700235.1_ASM2070023v1	Haladaptatus pallidirubidus	Archaea	Archaea	Archaea	6270521	4942866	4974058	1.00127
GCF_000215995.1_ASM21599v1	Pyrococcus yayanosii CH1	Archaea	Archaea	Archaea	1716818	1527886	1546531	1.00375
GCF_019823105.1_ASM1982310v1	Halobaculum magnesiiphilum	Archaea	Archaea	Archaea	3732450	3192371	3214178	1.00078
GCF_000698785.1_ASM69878v1	Nitrososphaera viennensis EN76	Archaea	Archaea	Archaea	2527938	2135731	2152763	1.00219
GCF_019915245.1_ASM1991524v1	Fusarium musae	Fungi	Fungi	Fungi	44015302	19093391	20752292	1.00000
GCF_000221185.1_ASM22118v1	Thermococcus sp. 4557	Archaea	Archaea	Archaea	2011320	1822902	1840134	1.00292
GCF_903992535.2_mArvAmp1.2	Arvicola amphibius	Mammals	Mammals	Vertebrate animals	2297766297	35516615	888657614	2.16182
GCF_000219625.1_MYCGR_v2.0	Zymoseptoria tritici IPO323	Fungi	Fungi	Fungi	39686251	14374910	17596240	1.00005
GCF_002355635.1_ASM235563v1	Halopenitus persicus	Archaea	Archaea	Archaea	3105937	2614949	2637074	1.00079
GCF_016861625.1_AkawachiiIFO4308_assembly01	Aspergillus luchuensis	Fungi	Fungi	Fungi	37287723	17545839	19380024	1.00013
GCF_000315915.1_ASM31591v1	Tetrapisispora blattae CBS 6284	Fungi	Fungi	Fungi	14048593	8755887	8830686	1.00003
GCF_001298625.1_SEUB3.0	Saccharomyces eubayanus	Fungi	Fungi	Fungi	11734173	8042934	8113270	1.00005
GCF_000234805.1_ASM23480v1	Pyrobaculum ferrireducens	Archaea	Archaea	Archaea	2467972	2142613	2167076	1.00478
